"cruise","station","cast","sample_name","datetime_UTC_start","datetime_UTC_end","latitude_start","longitude_start","latitude_end","longitude_end","depth_bottom","depth_target","depth_TDR","net_max_depth","avg_angle","max_wire_out","wire_rate_out","wire_rate_in","STW_start","SOG_start","STW_end","SOG_end","flowmeter_sn_335","flow_start_335","flow_end_335","tot_flow_counts_335","vol_filtered_335","NOAA_335","DNA_335","flowmeter_sn_150","flow_start_150","flow_end_150","tot_flow_counts_150","vol_filtered_150","morph_ID_150","DNA_150","size_fract_150","taxa_pick_150","size_fract_20","haul_factor_10m2_335","haul_factor_10m2_150","haul_factor_100m3_335","haul_factor_100m3_150","comments","primary_flag","secondary_flag"
"EN657","L1","1","EN657_L1_B1",2020-10-13 18:33:01,2020-10-13 18:38:01,41.2033,-70.8644,41.2034,-70.8621,23,18,NA,16.23,45,25,10,10,1.43,1.43,0.9,0.9,29914,223502,233783,10281,80.729,"N","N",29913,199103,208705,9602,75.398,"Y","Y","Y","Y","N",2.01,2.153,1.239,1.326,"No 20um ring net sample. Cod end of 20um net came off in water no sample. Mesh of 335 cod end came unglued. Non quantitative 335. No TDR file.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law). non quantitative 335 micron sample. no 20um ring net sample."
"EN657","L3","2","EN657_L3_B2",2020-10-14 00:40:01,2020-10-14 00:48:01,40.8553,-70.8755,40.8518,-70.8743,54,49,43,43.32,30,55,13,13,1.31,1.31,1.64,1.64,29914,233783,247899,14116,110.843,"Y","Y",29913,208705,221097,12392,97.306,"Y","Y","Y","Y","Y",3.908,4.452,0.902,1.028,"Used spare 335um cod end. Seastar TDR file contains this + L1 profile.",1,NA
"EN657","L2","5","EN657_L2_B5",2020-10-14 13:39:00,2020-10-14 13:46:00,41.03,-70.8878,41.0306,-70.8912,45,40,31,31.08,20,40,15,15,1.11,1.11,1.68,1.68,29914,247899,258114,10215,80.211,"Y","Y",29913,221099,228625,7526,59.096,"Y","Y","Y","Y","Y",3.875,5.259,1.247,1.692,"Double check TDR for recovery time.",1,NA
"EN657","L4","6","EN657_L4_B6",2020-10-14 18:59:45,2020-10-14 19:09:00,40.6949,-70.8996,40.6942,-70.9052,65,60,55,55.48,35,60,15,15,2.06,2.06,1.86,1.86,29914,258114,272675,14561,114.337,"Y","Y",29913,228625,240434,11809,92.728,"Y","Y","Y","Y","Y",4.852,5.983,0.875,1.078,NA,1,NA
"EN657","L5","7","EN657_L5_B7",2020-10-14 23:50:00,2020-10-15 00:02:00,40.514,-70.8883,40.5105,-70.8921,79,73,66,66.47,30,80,15,15,1.42,1.42,1.46,1.46,29914,272675,290655,17980,141.184,"Y","Y",29913,240434,255835,15401,120.933,"Y","Y","Y","Y","Y",4.708,5.496,0.708,0.827,"Sparse sample.",1,NA
"EN657","L10","9","EN657_L10_B9",2020-10-15 08:42:00,2020-10-15 09:09:00,39.9308,-70.8775,39.9204,-70.8732,457,200,198,197.83,40,250,20,20,1.7,1.7,1.66,1.66,29914,290655,331634,40979,321.779,"Y","Y",29913,255835,290675,34840,273.574,"Y","Y","Y","Y","Y",6.148,7.231,0.311,0.366,"Some external labels may say B8. B8 was aborted due to failed coms on CTD, B9 is correct for all that are labled B8. Internal labels changed.",1,NA
"EN657","L11","12","EN657_L11_B12",2020-10-15 17:08:00,2020-10-15 17:33:00,39.7671,-70.8742,39.7584,-70.8679,1598,200,180,180.69,30,250,20,20,1.02,1.02,1.48,1.48,29914,331634,376182,44548,349.804,"Y","Y",29913,290675,328424,37749,296.416,"Y","Y","Y","Y","Y",5.165,6.096,0.286,0.337,"Non quantitative 335 sample. Mesh on 335 cod end came off in same location, (different end) was glued back in place.",3,"non quantitative 335 micron sample."
"EN657","L9","14","EN657_L9_B14",2020-10-16 10:14:01,2020-10-16 10:30:00,40.1009,-70.8804,40.0973,-70.8746,145,140,123,123.3,30,160,20,20,0.69,0.69,1.4,1.4,29914,376192,402905,26713,209.758,"Y","Y",29913,328420,350886,22466,176.41,"Y","Y","Y","Y","Y",5.878,6.989,0.477,0.567,"Non quantitative 335. 335 new cod end came away from cod end at top of mesh, using gorilla glue to fix in place.",3,"non quantitative 335 micron sample."
"EN657","L8","15","EN657_L8_B15",2020-10-16 12:15:00,2020-10-16 12:32:00,40.128,-70.7654,40.1208,-70.7581,135,130,106.5,106.89,40,165,20,20,1.93,1.93,1.47,1.47,29914,402905,436095,33190,260.618,"Y","Y",29913,350886,377865,26979,211.847,"Y","Y","Y","Y","Y",4.101,5.046,0.384,0.472,"TDR file contains B14 and B18.",1,NA
"EN657","L6","17","EN657_L6_B17",2020-10-17 01:15:00,2020-10-17 01:26:00,40.3733,-70.8941,40.3767,-70.8983,91,85,72,73.56,40,115,20,20,1.98,1.98,1.11,1.11,29914,460207,478678,18471,145.04,"Y","Y",29913,392247,408015,15768,123.815,"Y","Y","Y","Y","Y",5.072,5.941,0.689,0.808,NA,1,NA
"EN657","L7","19","EN657_L7_B19",2020-10-17 06:18:00,2020-10-17 06:28:00,40.2225,-70.8578,40.222,-70.8525,125,120,112,112.09,35,140,20,20,1.68,1.68,1.79,1.79,29914,478675,503595,24920,195.679,"Y","Y",29913,408015,428371,20356,159.841,"Y","Y","Y","Y","Y",5.728,7.013,0.511,0.626,"335 cod end cracked against haul on retreval. None or minimal sample lost.",1,NA
"EN657","MVCO","20","EN657_MVCO_B20",2020-10-18 02:07:00,2020-10-18 02:11:00,41.322,-70.5788,41.3212,-70.5803,17,12,12.7,12.72,35,13,8,8,1.23,1.23,1.27,1.27,29914,503631,509125,5494,43.14,"Y","Y",29913,428403,731731,303328,44.382,"Y","Y","Y","Y","Y",2.949,2.866,2.318,2.253,"150um flowmeter value seems oddly high. New glued cod end.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN661","L1","1","EN661_L1_B1",2021-02-03 19:31:00,2021-02-03 19:36:00,41.2022,-70.8788,41.2003,-70.8768,21,16,NA,18.13,25,20,10,8,1.68,1.68,1.68,1.68,29914,517121,521758,4637,36.411,"Y","N",29913,441965,445795,3830,30.074,"N","Y","N","Y","Y",4.978,6.027,2.746,3.325,"20 um freeze. Lot of sediments/mud from suspension not bottom sampling .",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"EN661","L2","2","EN661_L2_B2",2021-02-04 02:24:00,2021-02-04 02:36:00,41.0328,-70.8921,41.0354,-70.9001,47,42,NA,42.9,40,56,8,8,1.85,1.85,1.57,1.57,29914,521795,544068,22273,174.894,"Y","N",29913,445795,461945,16150,126.814,"N","Y","N","Y","Y",2.453,3.383,0.572,0.789,"20 um freeze.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"EN661","L4","5","EN661_L4_B5",2021-02-04 13:24:00,2021-02-04 13:42:00,40.6968,-70.89,40.6983,-70.9009,66,61,NA,52.09,40,68,8,8,1.56,1.56,1.45,1.45,29914,544091,559555,15464,121.428,"Y","N",29913,461944,478375,16431,129.021,"N","Y","N","Y","Y",4.29,4.037,0.824,0.775,"Wire angle changed to 30 right at bottom. Nets were very full. Definitely a lot of plankton but also grit, mud, grass. Formalin samples in 2 jars. 20um frozen sample cast number says B04.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"EN661","L5","6","EN661_L5_B6",2021-02-04 16:10:00,2021-02-04 16:30:00,40.5146,-70.8933,40.5198,-70.904,77,72,NA,69.28,30,80,10,10,1.28,1.28,1.75,1.75,29914,559526,588712,29186,229.177,"Y","N",29913,478376,505715,27339,214.674,"N","Y","N","Y","Y",3.023,3.227,0.436,0.466,"20 um freeze.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"EN661","L10","7","EN661_L10_B7",2021-02-05 01:50:00,2021-02-05 02:28:00,39.9396,-70.8898,39.94,-70.9169,440,200,NA,194.45,45,275,20,10,1.67,1.67,0.85,0.85,29914,588715,647752,59037,463.576,"Y","N",29913,505727,561334,55607,436.642,"N","Y","N","Y","Y",4.195,4.453,0.216,0.229,"Jelly in both nets (2 in 150 frozen sample with zooplankton) 1 in 335. 1 in EtOh sample. 20 um frozen.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"EN661","L11","10","EN661_L11_B10",2021-02-05 13:55:00,2021-02-05 14:33:00,39.7692,-70.8712,39.7574,-70.8677,1594,200,NA,192.84,50,300,20,15,0.87,0.87,1.65,1.65,29914,647742,713571,65829,516.908,"N","N",29913,561336,623673,62337,489.488,"N","Y","N","Y","Y",3.731,3.94,0.193,0.204,"Broke the 335 um cod ends = lost sample. Wrong date on label/stickers (210206 instead of 210205). 20 um frozen.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"EN661","L3","12","EN661_L3_B12",2021-02-06 15:36:00,2021-02-06 15:52:00,40.8616,-70.8853,40.8542,-70.8887,55,50,NA,53.24,35,65,10,10,1.59,1.59,1.51,1.51,29914,713571,738902,25331,198.906,"Y","N",29913,623665,646855,23190,182.095,"N","Y","N","Y","Y",2.677,2.924,0.503,0.549,"20 um frozen. 1st use of the mesh 335 um cod end.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"EN661","MVCO","14","EN661_MVCO_B14",2021-02-07 00:59:00,2021-02-07 01:04:00,41.3157,-70.5789,41.3135,-70.579,17,12,NA,12.58,33,15,10,10,1.72,1.72,1.9,1.9,29914,738898,744979,6081,47.75,"Y","N",29913,646855,655530,8675,68.119,"N","Y","N","Y","Y",2.635,1.847,2.094,1.468,"20 um frozen.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"EN668","L1","1","EN668_L1_B1",2021-07-16 18:47:00,2021-07-16 18:51:00,41.1898,-70.8795,41.188,-70.8788,21,15,NA,16.39,NA,26,10,10,1.83,1.83,1.3,1.3,29914,911698,920053,8355,65.606,"Y","Y",29913,711685,719703,8018,62.96,"Y","Y","Y","Y","Y",2.499,2.604,1.524,1.588,"Accidentally labeled jars w date ""210717"" wrote over external labels w wax pencil. Externals corrected. ETOH changed at 00:00 on 18JUL and again on 09:00 19JUL.",3,"Target depth used for net max depth due to unavailable TDR data and wire information."
"EN668","L2","2","EN668_L2_B2",2021-07-17 05:02:00,2021-07-17 05:21:00,41.0284,-70.8797,41.0208,-70.8799,46,41,NA,40.56,NA,55,10,8,1.81,1.81,1.57,1.57,29914,920061,55985,135923,310.221,"Y","Y",29913,719704,745575,25871,310.221,"Y","Y","Y","Y","Y",1.308,1.308,0.322,0.322,"Was at the surface for several minutes while straightening out 20 um net (started descending at 05:08). Removed fish from 335 um cod end. 2nd ETOH change at 09:00 (local) on 19JUL.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN668","L4","5","EN668_L4_B5",2021-07-17 13:47:00,2021-07-17 14:12:00,40.6909,-70.8762,40.6773,-70.8705,65,60,NA,60.67,NA,106,12,14,1.8,1.8,1.46,1.46,29914,55985,2472,946486,405.93,"Y","Y",29913,754575,799076,44501,405.93,"Y","Y","Y","Y","Y",1.495,1.495,0.246,0.246,"Centropages typicus - lots of em and blue. Strawberry squid removed and put in formalin 150um. Changed ETOH end time at 09:00 on 19JUL.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN668","L5","7","EN668_L5_B7",2021-07-17 22:27:00,2021-07-17 22:44:00,40.5145,-70.876,40.5061,-70.8706,76,71,NA,70.68,NA,107,10,10,1.73,1.73,1.95,1.95,29914,2473,49023,46550,365.524,"Y","Y",29913,799079,841969,42890,336.785,"Y","Y","Y","Y","Y",1.934,2.099,0.274,0.297,"ETOH samples smelling rotten at ETOH change on 19JUL at 09:00 salps?",3,"Target depth used for net max depth due to unavailable TDR data and wire information."
"EN668","L10","8","EN668_L10_B8",2021-07-18 08:24:00,2021-07-18 09:01:30,39.909,-70.8957,39.8887,-70.8887,533,200,NA,196.62,NA,375,20,15,2.72,2.72,1.7,1.7,29914,49023,153215,104192,818.146,"Y","Y",29913,841969,943875,101906,800.196,"Y","Y","Y","Y","Y",2.403,2.457,0.122,0.125,"11 calanus from 335. Lots of salps. Winds 15-20 kts. ETOH samples smelling bad salps?",3,"Target depth used for net max depth due to unavailable TDR data and wire information."
"EN668","L11","11","EN668_L11_B11",2021-07-18 17:18:39,2021-07-18 17:45:42,39.762,-70.8786,39.751,-70.8795,1578,200,NA,202.99,NA,255,20,20,1.52,1.52,1.76,1.76,29914,155215,200930,45715,358.967,"Y","Y",29913,943875,989517,45642,358.394,"Y","Y","Y","Y","Y",5.655,5.664,0.279,0.279,"Ann sampling calanus from 335. Actual depth 204m. Ship speed 1.5-2. ETOH changed early due to salp presence and changed one more time.",3,"Target depth used for net max depth due to unavailable TDR data and wire information."
"EN668","L9","14","EN668_L9_B14",2021-07-19 14:38:00,2021-07-19 14:56:00,40.0957,-70.8737,40.0886,-70.8721,147,141,NA,140.49,NA,153,20,15,1.27,1.27,1.92,1.92,29914,200930,236898,35968,282.431,"Y","Y",29913,989517,24278,34760,272.946,"Y","Y","Y","Y","Y",4.974,5.147,0.354,0.366,"Ship speed 2 kt. 1L formalin representative sample of 1/10 335um total volume 10 qt. See cruise notes for details on sub sampling. Sea save file misnamed en668L09B15.",3,"Target depth used for net max depth due to unavailable TDR data and wire information."
"EN668","L8","15","EN668_L8_B15",2021-07-19 15:57:00,2021-07-19 16:25:00,40.1348,-70.7717,40.1254,-70.761,130,125,NA,128.51,NA,180,20,20,2.34,2.34,1.39,1.39,29914,236898,285514,48616,381.747,"Y","Y",29913,24278,72128,47850,375.732,"Y","Y","Y","Y","Y",3.366,3.42,0.262,0.266,"SBE turned off at deployment, unknown error. Held out at surface for 5 min while remedied. Wide wire angle. 129 m depth (boat depth increase during tow). Salpy tow. See cruisenote word doc for sampling notes.",3,"Target depth used for net max depth due to unavailable TDR data and wire information."
"EN668","L7","17","EN668_L7_B17",2021-07-20 07:12:00,2021-07-20 07:32:00,40.2074,-70.9354,40.2047,-70.9485,130,125,NA,123.7,NA,158,20,20,1.66,1.66,2.02,2.02,29914,285514,324537,39023,306.42,"Y","Y",29913,72128,111486,39358,309.05,"Y","Y","Y","Y","Y",4.037,4.002,0.326,0.324,"Max depths 124.5m. Change ETOH at 01:20 UTC on 21JUL.",3,"Target depth used for net max depth due to unavailable TDR data and wire information."
"EN668","L6","18","EN668_L6_B18",2021-07-20 10:07:00,2021-07-20 10:29:00,40.377,-70.8942,40.3901,-70.889,90,85,NA,81.24,NA,140,15,15,1.82,1.82,1.92,1.92,29914,324537,377526,52989,416.085,"Y","Y",29913,111486,163303,51817,406.882,"Y","Y","Y","Y","Y",1.952,1.997,0.24,0.246,"Depth 82m. Salpy but able to split. Change ETOH at 01:20 UTC on 21JUL.",3,"Target depth used for net max depth due to unavailable TDR data and wire information."
"EN668","L3","21","EN668_L3_B21",2021-07-21 03:20:00,2021-07-21 03:32:00,40.8571,-70.8802,40.8558,-70.8722,54,49,NA,51,NA,59,12,10,1.63,1.63,0.92,0.92,29914,377526,187545,810018,176.444,"Y","Y",29913,163303,402015,238712,176.444,"Y","Y","Y","Y","Y",2.89,2.89,0.567,0.567,"Ship speed 1 kt. Actual depth 50m.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"EN668","MVCO","25","EN668_MVCO_B25",2021-07-21 11:30:00,2021-07-21 11:36:00,41.3132,-70.5751,41.3098,-70.5744,16,10,NA,16.09,NA,22,10,10,2.1,2.1,1.98,1.98,29914,402051,418711,16660,130.819,"Y","Y",29913,187545,203941,16396,128.746,"Y","Y","Y","Y","Y",1.23,1.25,0.764,0.777,NA,3,"Target depth used for net max depth due to unavailable TDR data and wire information."
"AR61B","L3","3","AR61B_L3_R3",2021-11-09 00:25:00,2021-11-09 00:29:00,40.865,-70.884,40.865,-70.884,54,51,NA,51,NA,NA,NA,NA,0.2,0.72,0.06,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"EtOH turned orange. OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR61B","L5","5","AR61B_L5_R5",2021-11-09 04:43:00,2021-11-09 04:55:00,40.513,-70.884,40.513,-70.884,56,53,NA,53,NA,NA,NA,NA,0.22,0.88,0.19,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"EtOH turned orange. OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR61B","L11","9","AR61B_L11_R9",2021-11-10 03:35:00,2021-11-10 03:50:00,39.772,-70.864,39.772,-70.857,1580,200,NA,200,NA,NA,NA,NA,0.31,0.92,0.33,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR61B","L9","11","AR61B_L9_R11",2021-11-10 14:18:00,2021-11-10 14:29:00,40.098,-70.883,40.098,-70.883,147,144,NA,144,NA,NA,NA,NA,0.19,0.48,0.23,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR61B","L10","7","AR61B_L10_R7",2021-11-10 16:49:00,2021-11-09 17:03:00,40.117,-70.824,39.94,-70.883,443,200,NA,200,NA,NA,NA,NA,10.6,10.31,0.63,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR61B","L6","18","AR61B_L6_R18",2021-11-11 14:27:00,2021-11-11 14:34:00,40.364,-70.883,40.364,-70.883,95,93,NA,93,NA,NA,NA,NA,0.01,0.2,0.02,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"EtOH turned green. Rhizo on IFCB. OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR63","L2","1","AR63_L2_B1",2021-11-26 18:03:00,2021-11-26 18:12:53,41.029127,-70.884557,41.028732,-70.889551,46,40,44,44,40,NA,10,10,1.73,1.14,1.74,1.71,NA,NA,456976,NA,154.237,"N","Y",29913,NA,231398,NA,154.237,"Y","Y","N","N","N",2.853,2.853,0.648,0.648,"Forgot to get flow start. Get TDR time in and out. 150 cod end mesh detached. Non quantitative 150 micron sample.",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"AR63","L5","2","AR63_L5_B2",2021-11-26 22:20:00,2021-11-26 22:40:00,NA,NA,NA,NA,77,70,64,64,35,NA,15,15,NA,NA,NA,NA,NA,456977,479712,22735,NA,"N","Y",29913,231395,248634,17239,NA,"Y","Y","N","N","N",NA,NA,NA,NA,NA,1,NA
"AR63","L7","7","AR63_L7_B7",2021-11-28 02:20:13,2021-11-28 02:36:51,40.225701,-70.886537,40.22898,-70.89664,125,120,119,119,40,150,20,20,0.56,1.88,0.93,1.86,NA,479723,509386,29663,232.922,"Y","Y",29913,248592,275325,26733,209.915,"Y","Y","Y","Y","N",5.109,5.669,0.429,0.476,NA,1,NA
"AR63","L4","8","AR63_L4_B8",2021-11-28 06:19:00,2021-11-28 06:34:00,40.696569,-70.88303,40.696341,-70.884847,65,60,60,60,35,70,10,10,0.23,0.8,1.03,1.46,NA,509386,533854,24468,192.13,"Y","Y",29913,275325,297125,21800,171.18,"Y","Y","Y","Y","N",3.123,3.505,0.52,0.584,"Ship had stopped instead of 1-2 knots. Net at surface while we waited for ship speed.",1,NA
"AT46","L1","1","AT46_L1_B1",2022-02-16 19:21:00,2022-02-16 19:25:00,41.195,-70.883,41.192,-70.882,21,16,11.2,11.44,45,NA,NA,NA,2.22,2.28,1.43,1.88,29913,309286,318561,9275,72.83,"Y","Y",29914,546694,559396,12702,99.74,"Y","Y","Y","Y","Y",1.571,1.147,1.373,1.003,"150um sample probably non quantitative because there was plankton in the bucket after rinsing and couldnt tell where it came from (no hole noticed in net or cod end mesh problem). No 100 um sieve on this cruise, so there will be no 100-200um size fraction sample, and the 20-100 sample will be 20-150 instead. TDR had offset of +12 m at surface. Switched to other TDR after this cast, which has +4m offset.",3,"non quantitative 150 micron sample."
"AT46","L4","2","AT46_L4_B2",2022-02-17 03:12:00,2022-02-17 03:24:00,40.697,-70.879,40.694,-70.876,65,60,65,65.51,20,NA,NA,NA,0.69,1.28,1.46,1.44,29913,318565,334178,15613,122.598,"Y","N",29914,559402,575867,16465,129.288,"Y","Y","Y","Y","Y",5.343,5.067,0.816,0.773,"Ship was going slow, angle steep. 335 Hit botttom. Sieved out some mud but good bit of sand still (didnt have a 335 sieve to help - used 200). No 335 1/4 split in EtOH. Formalin sample is whole sample. 335 NOA is whole sample not 3/4 split.",1,NA
"AT46","L5","3","AT46_L5_B3",2022-02-17 06:10:00,2022-02-17 06:23:00,40.512,-70.879,40.507,-70.875,76,66,63,62.68,35,NA,NA,NA,1.3,1.8,1.57,2.09,29913,334178,356280,22102,173.551,"Y","Y",29914,575862,600476,24614,193.276,"Y","Y","Y","Y","Y",3.612,3.243,0.576,0.517,NA,1,NA
"AT46","L6","6","AT46_L6_B6",2022-02-17 13:54:00,2022-02-17 14:15:00,40.358,-70.88,40.354,-70.88,94,84,83,83.87,45,NA,10,15,1.59,1.99,3.01,2.27,29913,356282,376312,20030,157.281,"Y","Y",29914,600476,624083,23607,185.369,"Y","Y","Y","Y","Y",5.332,4.524,0.636,0.539,"Nets vertical at 50m wire out. Labels on jar wrong state Bongo cast as B4 (it should be B6) - this was corrected on the elog but not labels.",1,NA
"AT46","L11","7","AT46_L11_B7",2022-02-17 22:43:00,2022-02-17 23:14:00,39.771,-70.877,39.764,-70.861,1600,200,175,175.16,45,280,NA,NA,NA,1.48,NA,2.03,29913,376318,434890,58572,459.924,"Y","Y",29914,624098,685454,61356,481.785,"Y","Y","Y","Y","Y",3.808,3.636,0.217,0.208,"Haul back at 17:58 EST.",1,NA
"AT46","L9","12","AT46_L9_B12",2022-02-19 00:45:00,2022-02-19 01:06:00,40.09,-70.895,40.09,-70.911,155,145,84,83.81,45,NA,NA,NA,1.05,2.68,1.21,1.56,29913,434892,489544,54652,429.143,"Y","Y",29914,685888,742836,56948,447.172,"Y","Y","Y","Y","Y",1.953,1.874,0.233,0.224,NA,1,NA
"AT46","L8","13","AT46_L8_B13",2022-02-19 02:16:00,2022-02-19 02:34:00,40.137,-70.782,40.137,-70.794,135,125,NA,123.74,45,175,NA,NA,1.53,3.91,1.87,2.38,29913,489544,534064,44520,349.584,"Y","Y",29914,742836,788496,45660,358.536,"Y","Y","Y","Y","Y",3.54,3.451,0.286,0.279,"No TDR. Angle at bottom 45.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AT46","L7","14","AT46_L7_B14",2022-02-19 06:36:00,2022-02-19 06:54:00,40.224,-70.892,40.225,-70.906,126,116,80,80.04,50,NA,NA,NA,1.34,1.01,2.63,2.09,29913,534064,583880,49816,391.17,"Y","Y",29914,NA,NA,NA,217.579,"N","N","N","N","N",2.046,3.679,0.256,0.46,"Av angle 40-60. Whole 150 net ripped off, and 20 um net cod end/collar came off. Weather was rough and nets seemed to get tangled due to wave surge at surface just prior to retrieval. Replaced 150 net with tied-off type of cod end (the one from B1, but tied off, not with PVC cod end).",3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter."
"AT46","L2","21","AT46_L2_B21",2022-02-21 00:27:00,2022-02-21 00:33:00,41.026,-70.88,41.024,-70.881,46,36,43,43.7,40,NA,NA,NA,1.84,1.66,2.24,2.09,29913,583766,598476,14710,115.507,"Y","Y",29914,840464,850832,10368,81.413,"Y","Y","Y","Y","Y",3.783,5.368,0.866,1.228,NA,1,NA
"AT46","L3","22","AT46_L3_B22",2022-02-21 02:09:00,2022-02-21 02:19:00,40.864,-70.883,40.861,-70.883,55,45,48,47.69,NA,NA,NA,NA,1.02,0.87,0.31,0.4,29913,598475,613394,14919,117.148,"Y","Y",29914,850837,864858,14021,110.097,"Y","Y","Y","Y","Y",4.071,4.332,0.854,0.908,NA,1,NA
"AT46","MVCO","23","AT46_MVCO_B23",2022-02-21 12:00:00,2022-02-21 12:04:00,41.324,-70.564,41.323,-70.565,15,12,14,14.31,35,NA,NA,NA,1.74,1.31,2.02,1.35,29913,613396,619031,5635,44.248,"Y","Y",29914,864987,870731,5744,45.104,"Y","Y","Y","Y","Y",3.234,3.173,2.26,2.217,NA,1,NA
"AR66B","L3","2","AR66B_L3_R2",2022-04-20 17:35:00,2022-04-20 17:40:00,40.862962,-70.883101,40.862958,-70.883084,NA,NA,NA,52,NA,52,NA,NA,0.16,0.28,0.42,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR66B","L5","4","AR66B_L5_R4",2022-04-20 22:29:14,2022-04-20 22:35:30,40.512558,-70.882168,40.512535,-70.882172,NA,NA,NA,73,NA,73,NA,NA,0.02,0.91,0.04,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR66B","L10","6","AR66B_L10_R6",2022-04-21 15:52:24,2022-04-21 16:07:00,39.940094,-70.87972,39.942374,-70.878484,NA,NA,NA,200,NA,200,NA,NA,0.24,0.76,0.39,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"Twist in net bewtween the ring and the cod end. OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR66B","L11","8","AR66B_L11_R8",2022-04-22 02:40:00,2022-04-22 02:55:00,39.775476,-70.87314,39.77653,-70.868857,NA,NA,NA,200,NA,200,NA,NA,NA,0.69,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"Many large jellies, all large jellies >5mm in a separate jar. OOI Pioneer cruise",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR66B","L9","15","AR66B_L9_R15",2022-04-23 15:45:00,2022-04-23 15:55:00,40.098068,-70.887222,40.098059,-70.888144,NA,NA,NA,144,NA,144,NA,NA,0.07,0.04,0.03,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
"AR66B","L7","19","AR66B_L7_R19",2022-04-24 14:48:00,2022-04-24 14:55:00,40.226381,-70.883644,40.226226,-70.884471,NA,NA,NA,123,NA,123,NA,NA,0.36,0.37,0.98,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"OOI Pioneer cruise.",3,"Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law)."
